SMILES	ID	RG	SDF	pIC50	core	number_of_core_potential_mappings	core_numbered	core_node_indexes	core_atom_indexes	core_edges	core_smarts	core_info	additional	length_between_core_nodes	node_idx_of_core_potential_mappings	ProblemMol
CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1F	CHEMBL2218191	[Li][Ca]([Ga])[Ge][Li][No]([Hg])[Hg]	eJylU01PwzAMvfdX5IDUD0EVO03bSAwh0pUhtk7isEvUA5oQ2okL/184ztoxOsQ0ksqKX/xeHKe2Hdhktk6tdfZ+0Qens1vY0khs0qb0tekW2kj48dI87z7FOLCJCK+FqISQJz9jjNiglJL5mGtTAy1uZE6Y9Nh+9fg6IaupHKtAjsbIoIf6WOVtwil+UVF5bSqfi9A/VRbvEw78mct/VMa6iCLXx3XpPi6oi8yr41zs+dWdvMxhtdxdcCN1hgqeVNH8eDA6anRKXh0cHJ1q2JThx8Tvjt47G64WTReruBcOs362DijSKS6u42sRG28qv19mfWgMBzLrQ6BiOgLzCW0DXNB0MZSeCxVbFgPjA0F7pdBUIV5TuhQPHINsFduCrfYWJXPpkH1fOqCMqCkdwpBOSUqkw+HeMJ3ZJZEzbnOniDV0uqsGasU3CWdQegGsGQRGDaEO/FErIeZdE90JcfvUkE0wFZFdzFcPS0SowUAUXdGIvgCRmMGs	7.6	[Ge][Li][No]([Hg])[Hg]	1	{0: '0Ge', 1: '1Li', 2: '2No', 3: '3Hg', 4: '4Hg'}	(1, 7, 4, 3, 2)	[8, 9, 7, 10, 11, 12, 13, 14, 15, 20, 16, 17, 18, 19, 21]	[{'source': 0, 'target': 1, 'weight': 1}, {'source': 1, 'target': 2, 'weight': 1}, {'source': 2, 'target': 3, 'weight': 1}, {'source': 2, 'target': 4, 'weight': 1}]	[1*]C(=O)NCc1cccc(C(F)(F)F)c1F	{0: '[6*]C(=O)N[10*]', 1: '[9*]C[11*]', 2: '[10*]c1cccc([16*])c1[21*]', 3: '[15*]C(F)(F)F', 4: '[20*]F'}	[{'RG': '[Li][Ca]([GaH2])[GeH2][Li][No]([Hg])[Hg]', 'SMARTS': 'CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1F', 'neighbours': [], 'atom_indexes': [3, 8, 9, 7, 21, 16, 17, 18, 19, 11, 12, 13, 14, 15, 20, 1, 2, 4, 5, 6, 0, 10], 'r_group': 1, 'name': '[]1', 'individual_smarts': ['[2*]=O', '[6*]C(=O)N[10*]', '[20*]F', '[15*]C(F)(F)F', '[10*]c1cccc([16*])c1[21*]', '*N1C(=[3*])CC[C@H]1[7*]', '[1*]C', '[9*]C[11*]'], 'breakdown': {(0, '[GaH2]'): '[2*]=O', (1, '[GeH2]'): '[6*]C(=O)N[10*]', (2, '[Hg]'): '[20*]F', (3, '[Hg]'): '[15*]C(F)(F)F', (4, '[No]'): '[10*]c1cccc([16*])c1[21*]', (5, '[Ca]'): '*N1C(=[3*])CC[C@H]1[7*]', (6, '[Li]'): '[1*]C', (7, '[Li]'): '[9*]C[11*]'}}]	{'0-1': 1, '0-2': 2, '0-3': 5, '0-4': 4, '1-2': 1, '1-3': 4, '1-4': 3, '2-3': 1, '2-4': 1, '3-4': 3}	[(1, 7, 4, 3, 2)]	
CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1F	CHEMBL2218191	[Li][Ca]([Ga])[Ge][Li][No]([Hg])[Hg]	eJylU01PwzAMvfdX5IDUD0EVO03bSAwh0pUhtk7isEvUA5oQ2okL/184ztoxOsQ0ksqKX/xeHKe2Hdhktk6tdfZ+0Qens1vY0khs0qb0tekW2kj48dI87z7FOLCJCK+FqISQJz9jjNiglJL5mGtTAy1uZE6Y9Nh+9fg6IaupHKtAjsbIoIf6WOVtwil+UVF5bSqfi9A/VRbvEw78mct/VMa6iCLXx3XpPi6oi8yr41zs+dWdvMxhtdxdcCN1hgqeVNH8eDA6anRKXh0cHJ1q2JThx8Tvjt47G64WTReruBcOs362DijSKS6u42sRG28qv19mfWgMBzLrQ6BiOgLzCW0DXNB0MZSeCxVbFgPjA0F7pdBUIV5TuhQPHINsFduCrfYWJXPpkH1fOqCMqCkdwpBOSUqkw+HeMJ3ZJZEzbnOniDV0uqsGasU3CWdQegGsGQRGDaEO/FErIeZdE90JcfvUkE0wFZFdzFcPS0SowUAUXdGIvgCRmMGs	7.6	[Li][Ge][Ca]([Li])[Ga]	1	{0: '0Li', 1: '1Ge', 2: '2Ca', 3: '3Li', 4: '4Ga'}	(7, 1, 5, 6, 0)	[10, 8, 9, 7, 1, 2, 4, 5, 6, 0, 3]	[{'source': 0, 'target': 1, 'weight': 1}, {'source': 1, 'target': 2, 'weight': 1}, {'source': 2, 'target': 3, 'weight': 1}, {'source': 2, 'target': 4, 'weight': 1}]	[1*]CNC(=O)[C@@H]1CCC(=O)N1C	{0: '[9*]C[11*]', 1: '[6*]C(=O)N[10*]', 2: '*N1C(=[3*])CC[C@H]1[7*]', 3: '[1*]C', 4: '[2*]=O'}	[{'RG': '[Li][Ca]([GaH2])[GeH2][Li][No]([Hg])[Hg]', 'SMARTS': 'CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1F', 'neighbours': [], 'atom_indexes': [3, 8, 9, 7, 21, 16, 17, 18, 19, 11, 12, 13, 14, 15, 20, 1, 2, 4, 5, 6, 0, 10], 'r_group': 1, 'name': '[]1', 'individual_smarts': ['[2*]=O', '[6*]C(=O)N[10*]', '[20*]F', '[15*]C(F)(F)F', '[10*]c1cccc([16*])c1[21*]', '*N1C(=[3*])CC[C@H]1[7*]', '[1*]C', '[9*]C[11*]'], 'breakdown': {(0, '[GaH2]'): '[2*]=O', (1, '[GeH2]'): '[6*]C(=O)N[10*]', (2, '[Hg]'): '[20*]F', (3, '[Hg]'): '[15*]C(F)(F)F', (4, '[No]'): '[10*]c1cccc([16*])c1[21*]', (5, '[Ca]'): '*N1C(=[3*])CC[C@H]1[7*]', (6, '[Li]'): '[1*]C', (7, '[Li]'): '[9*]C[11*]'}}]	{'0-1': 1, '0-2': 3, '0-3': 5, '0-4': 6, '1-2': 1, '1-3': 3, '1-4': 4, '2-3': 1, '2-4': 1, '3-4': 3}	[(7, 1, 5, 6, 0)]	
CC(C)N1[C@H](C(=O)NCc2ccc(F)cc2C(F)(F)F)CCS1(=O)=O	CHEMBL2218499	[Ga][Ca]([Ga])([Hg])[Ge][Li][No]([Hg])[Hg]	eJylVEtLAzEQvu+vyEHYB3bJTPaRgBUxba3YByj0EvYgi0hPXvz/OJl0t9W0IJoss5nH92VmdhNrM5tvwNm7ZZfZbLrNN7bHvu+zRd73aOlFzyK39gW8d7pNhB/Ps6f9pxgHzhKyGyG0EPLsY4wRO5RSMh5KXWmgxQRKNEZ6myzJK8XDawRWMR2zqFIFFvEfllNsW8tvLG8RpjrPMsGyNiGXA/a4Wr5HGLjAcswFS6z/zxJVtPn4dV/GiiZRRTbu7oW+0DfSpj2wtH+tKO7pcbXaRxg8y9JwkjAq9ai03ISjgqcKjIoedBn+9eZUGQh2/EvRdClWaSccYtHRqWE7Brv6aVc0XVqn1yJtvGh9QFV04UA6XXQhrmI8MB4IvwjmmhxkZii0LDVLw4G1JwrnOMQ3NF1qOESyBJbIsmJZeyht3IO/DByooqMLARw0QzIt7etS5aMZgkyFTIXIOxfdcLU4SuJwiTj0XPSqBibN5YdMGO3BymdtcxtCDFeuvaMlhzOEXQsx38ySWyFuHmckM5WLxC7n6/sVIujKmCS5opF8AVgp2y4=	6.2	[Ge][Li][No]([Hg])[Hg]	1	{0: '0Ge', 1: '1Li', 2: '2No', 3: '3Hg', 4: '4Hg'}	(2, 8, 5, 3, 4)	[5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 13, 16, 17, 18, 19]	[{'source': 0, 'target': 1, 'weight': 1}, {'source': 1, 'target': 2, 'weight': 1}, {'source': 2, 'target': 3, 'weight': 1}, {'source': 2, 'target': 4, 'weight': 1}]	[1*]C(=O)NCc1ccc(F)cc1C(F)(F)F	{0: '[4*]C(=O)N[8*]', 1: '[7*]C[9*]', 2: '[8*]c1ccc([13*])cc1[16*]', 3: '[12*]F', 4: '[15*]C(F)(F)F'}	[{'RG': '[GaH2][Ca]([GaH2])([Hg])[GeH2][Li][No]([Hg])[Hg]', 'SMARTS': 'CC(C)N1[C@H](C(=O)NCc2ccc(F)cc2C(F)(F)F)CCS1(=O)=O', 'neighbours': [], 'atom_indexes': [24, 23, 5, 6, 7, 13, 16, 17, 18, 19, 9, 10, 11, 12, 14, 15, 3, 4, 20, 21, 22, 0, 1, 2, 8], 'r_group': 1, 'name': '[]1', 'individual_smarts': ['[22*]=O', '[22*]=O', '[4*]C(=O)N[8*]', '[12*]F', '[15*]C(F)(F)F', '[8*]c1ccc([13*])cc1[16*]', '[1*]N1[C@H]([5*])CCS1(=[23*])=[24*]', '[3*]C(C)C', '[7*]C[9*]'], 'breakdown': {(0, '[GaH2]'): '[22*]=O', (1, '[GaH2]'): '[22*]=O', (2, '[GeH2]'): '[4*]C(=O)N[8*]', (3, '[Hg]'): '[12*]F', (4, '[Hg]'): '[15*]C(F)(F)F', (5, '[No]'): '[8*]c1ccc([13*])cc1[16*]', (6, '[Ca]'): '[1*]N1[C@H]([5*])CCS1(=[23*])=[24*]', (7, '[Hg]'): '[3*]C(C)C', (8, '[Li]'): '[7*]C[9*]'}}]	{'0-1': 1, '0-2': 2, '0-3': 6, '0-4': 4, '1-2': 1, '1-3': 5, '1-4': 3, '2-3': 1, '2-4': 1, '3-4': 4}	[(2, 8, 5, 3, 4)]	
CN1CC(C(=O)NCc2cccc(C(F)(F)F)c2Cl)CC1=O	CHEMBL2218279	[Li][Ca]([Ga])[Ge][Li][No]([Hg])[Hg]	eJylU8FqwzAMvecrfBikKVuwlDi2Yd1hTruOtSns0IvJYYQxCoVd9v9Mlpd0XTpWOjsI60XvSVYi14BzEzeZbbLGddjRIm+R0bPIOnT7zDmYbRIR1nP9tPsQw8I6IdwIoYWQJx9rrdiilJL5mCtrgA43MidMBuzr9PAyIhdjOVaBHK2VUQ/VscrriFP+olLkxupQi1A/VZZvIw78Wct/VIa+iDJXx31p3i/oi8z1cS3u/O6OvszhtNpdcKPiDBU8qaL448HgFINTMeXgwODo3pfxx1TfnZ6z5W7R9ilC2gqPctrSL844Uh6flum1SFUwVQgopm2cEK+nbYwrmA8mvAZC3T7iJW3Cq8CFgi2LgeJIDEpxumK8ooJ9akKI5TjJFtgiWx2YlKIDnk4PVE7WgQfTF1ORDCUN0UyJeVkPJbGnPOS+JF6YZo/QMzVfQ3JtVFoEDYOctiLQhzxrIeZNndwJcftYk52UmUjccr6+XyGCQW2T5IpW8gkF/7/o	7.2	[Ge][Li][No]([Hg])[Hg]	1	{0: '0Ge', 1: '1Li', 2: '2No', 3: '3Hg', 4: '4Hg'}	(1, 7, 4, 3, 2)	[4, 5, 6, 7, 8, 9, 10, 11, 12, 17, 16, 13, 14, 15, 18]	[{'source': 0, 'target': 1, 'weight': 1}, {'source': 1, 'target': 2, 'weight': 1}, {'source': 2, 'target': 3, 'weight': 1}, {'source': 2, 'target': 4, 'weight': 1}]	[1*]C(=O)NCc1cccc(C(F)(F)F)c1Cl	{0: '[3*]C(=O)N[7*]', 1: '[6*]C[8*]', 2: '[7*]c1cccc([13*])c1[18*]', 3: '[12*]C(F)(F)F', 4: '[17*]Cl'}	[{'RG': '[Li][Ca]([GaH2])[GeH2][Li][No]([Hg])[Hg]', 'SMARTS': 'CN1CC(C(=O)NCc2cccc(C(F)(F)F)c2Cl)CC1=O', 'neighbours': [], 'atom_indexes': [21, 4, 5, 6, 18, 16, 13, 14, 15, 8, 9, 10, 11, 12, 17, 1, 2, 3, 19, 20, 0, 7], 'r_group': 1, 'name': '[]1', 'individual_smarts': ['[20*]=O', '[3*]C(=O)N[7*]', '[17*]Cl', '[12*]C(F)(F)F', '[7*]c1cccc([13*])c1[18*]', '*N1CC([4*])CC1=[21*]', '[1*]C', '[6*]C[8*]'], 'breakdown': {(0, '[GaH2]'): '[20*]=O', (1, '[GeH2]'): '[3*]C(=O)N[7*]', (2, '[Hg]'): '[17*]Cl', (3, '[Hg]'): '[12*]C(F)(F)F', (4, '[No]'): '[7*]c1cccc([13*])c1[18*]', (5, '[Ca]'): '*N1CC([4*])CC1=[21*]', (6, '[Li]'): '[1*]C', (7, '[Li]'): '[6*]C[8*]'}}]	{'0-1': 1, '0-2': 2, '0-3': 5, '0-4': 4, '1-2': 1, '1-3': 4, '1-4': 3, '2-3': 1, '2-4': 1, '3-4': 3}	[(1, 7, 4, 3, 2)]	
CN1CC(C(=O)NCc2cccc(C(F)(F)F)c2Cl)CC1=O	CHEMBL2218279	[Li][Ca]([Ga])[Ge][Li][No]([Hg])[Hg]	eJylU8FqwzAMvecrfBikKVuwlDi2Yd1hTruOtSns0IvJYYQxCoVd9v9Mlpd0XTpWOjsI60XvSVYi14BzEzeZbbLGddjRIm+R0bPIOnT7zDmYbRIR1nP9tPsQw8I6IdwIoYWQJx9rrdiilJL5mCtrgA43MidMBuzr9PAyIhdjOVaBHK2VUQ/VscrriFP+olLkxupQi1A/VZZvIw78Wct/VIa+iDJXx31p3i/oi8z1cS3u/O6OvszhtNpdcKPiDBU8qaL448HgFINTMeXgwODo3pfxx1TfnZ6z5W7R9ilC2gqPctrSL844Uh6flum1SFUwVQgopm2cEK+nbYwrmA8mvAZC3T7iJW3Cq8CFgi2LgeJIDEpxumK8ooJ9akKI5TjJFtgiWx2YlKIDnk4PVE7WgQfTF1ORDCUN0UyJeVkPJbGnPOS+JF6YZo/QMzVfQ3JtVFoEDYOctiLQhzxrIeZNndwJcftYk52UmUjccr6+XyGCQW2T5IpW8gkF/7/o	7.2	[Li][Ge][Ca]([Li])[Ga]	1	{0: '0Li', 1: '1Ge', 2: '2Ca', 3: '3Li', 4: '4Ga'}	(7, 1, 5, 6, 0)	[7, 4, 5, 6, 1, 2, 3, 19, 20, 0, 21]	[{'source': 0, 'target': 1, 'weight': 1}, {'source': 1, 'target': 2, 'weight': 1}, {'source': 2, 'target': 3, 'weight': 1}, {'source': 2, 'target': 4, 'weight': 1}]	[1*]CNC(=O)C1CC(=O)N(C)C1	{0: '[6*]C[8*]', 1: '[3*]C(=O)N[7*]', 2: '*N1CC([4*])CC1=[21*]', 3: '[1*]C', 4: '[20*]=O'}	[{'RG': '[Li][Ca]([GaH2])[GeH2][Li][No]([Hg])[Hg]', 'SMARTS': 'CN1CC(C(=O)NCc2cccc(C(F)(F)F)c2Cl)CC1=O', 'neighbours': [], 'atom_indexes': [21, 4, 5, 6, 18, 16, 13, 14, 15, 8, 9, 10, 11, 12, 17, 1, 2, 3, 19, 20, 0, 7], 'r_group': 1, 'name': '[]1', 'individual_smarts': ['[20*]=O', '[3*]C(=O)N[7*]', '[17*]Cl', '[12*]C(F)(F)F', '[7*]c1cccc([13*])c1[18*]', '*N1CC([4*])CC1=[21*]', '[1*]C', '[6*]C[8*]'], 'breakdown': {(0, '[GaH2]'): '[20*]=O', (1, '[GeH2]'): '[3*]C(=O)N[7*]', (2, '[Hg]'): '[17*]Cl', (3, '[Hg]'): '[12*]C(F)(F)F', (4, '[No]'): '[7*]c1cccc([13*])c1[18*]', (5, '[Ca]'): '*N1CC([4*])CC1=[21*]', (6, '[Li]'): '[1*]C', (7, '[Li]'): '[6*]C[8*]'}}]	{'0-1': 1, '0-2': 3, '0-3': 6, '0-4': 6, '1-2': 1, '1-3': 4, '1-4': 4, '2-3': 1, '2-4': 1, '3-4': 3}	[(7, 1, 5, 6, 0)]	
CN1C(=O)N(c2ncccn2)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl	CHEMBL2218542	[Li][Ca]([Na])([Ga])[Ge][Li][No]([Hg])[Hg]	eJydlFFLwzAQx9/7Ke5B6DY05K5J24ATMRMnbh34sJewBykigzFf/P54uazdpJuIzbj1/r3/L5dA4hv0o+lq3Ixa2rdtu6exD/5+vjnIvkVWR343blv0uwzi8zp72X5B/9AsY90B1AD67M85B2vSWouflDaOZbjRyqY30Iq/anh6G5iLIS5Ljs7b83rK+8BjLlBQkUteq5wp6YQy/xh48DyF1+EsCsWo0lT4L8pJL1pVVp+uyA/35dKKjvsy6KX5/PPukrKuxtSV1T96aYa9XFrRwXHubbH9x74UqjA1/k6hsxQreOwT6pNSNuGYmD6pOltM6tPESeUx6WhraZdHyIt8A4Emm+kqqcSzhByL/BpyNBJtLEGuSUctYDnZpOJCEITC0FywS7pJuhG9OOqWB8MjlWJIfMmRuHgipzywgw96sPx3OOQBi27OkgczKjHVEp0AtUThkqwq9pmuhUDILL4ZApmOUwnHxvIyBgEKT3CoI8JEgtw3mFy1rEy+MdIn0YmIpajctQ9Y8TRLgMdmlt0B3D7POI7sGDI/f1w+LIiwtoay7Iqf7Bsc/tu9	8.2	[Ge][Li][No]([Hg])[Hg]	1	{0: '0Ge', 1: '1Li', 2: '2No', 3: '3Hg', 4: '4Hg'}	(1, 8, 5, 2, 3)	[13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 21, 24]	[{'source': 0, 'target': 1, 'weight': 1}, {'source': 1, 'target': 2, 'weight': 1}, {'source': 2, 'target': 3, 'weight': 1}, {'source': 2, 'target': 4, 'weight': 1}]	[1*]C(=O)NCc1ccc(Cl)cc1Cl	{0: '[12*]C(=O)N[16*]', 1: '[15*]C[17*]', 2: '[16*]c1ccc([21*])cc1[24*]', 3: '[20*]Cl', 4: '[23*]Cl'}	[{'RG': '[Li][Ca]([Na])([GaH2])[GeH2][Li][No]([Hg])[Hg]', 'SMARTS': 'CN1C(=O)N(c2ncccn2)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl', 'neighbours': [], 'atom_indexes': [3, 13, 14, 15, 21, 24, 1, 2, 4, 11, 12, 17, 18, 19, 20, 22, 23, 5, 6, 7, 8, 9, 10, 0, 16], 'r_group': 1, 'name': '[]1', 'individual_smarts': ['[2*]=O', '[12*]C(=O)N[16*]', '[20*]Cl', '[23*]Cl', '*N1C(=[3*])N([5*])C[C@H]1[13*]', '[16*]c1ccc([21*])cc1[24*]', '[4*]c1ncccn1', '[1*]C', '[15*]C[17*]'], 'breakdown': {(0, '[GaH2]'): '[2*]=O', (1, '[GeH2]'): '[12*]C(=O)N[16*]', (2, '[Hg]'): '[20*]Cl', (3, '[Hg]'): '[23*]Cl', (4, '[Ca]'): '*N1C(=[3*])N([5*])C[C@H]1[13*]', (5, '[No]'): '[16*]c1ccc([21*])cc1[24*]', (6, '[Na]'): '[4*]c1ncccn1', (7, '[Li]'): '[1*]C', (8, '[Li]'): '[15*]C[17*]'}}]	{'0-1': 1, '0-2': 2, '0-3': 6, '0-4': 4, '1-2': 1, '1-3': 5, '1-4': 3, '2-3': 1, '2-4': 1, '3-4': 4}	[(1, 8, 5, 2, 3)]	
CN1C(=O)N(c2ncccn2)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl	CHEMBL2218542	[Li][Ca]([Na])([Ga])[Ge][Li][No]([Hg])[Hg]	eJydlFFLwzAQx9/7Ke5B6DY05K5J24ATMRMnbh34sJewBykigzFf/P54uazdpJuIzbj1/r3/L5dA4hv0o+lq3Ixa2rdtu6exD/5+vjnIvkVWR343blv0uwzi8zp72X5B/9AsY90B1AD67M85B2vSWouflDaOZbjRyqY30Iq/anh6G5iLIS5Ljs7b83rK+8BjLlBQkUteq5wp6YQy/xh48DyF1+EsCsWo0lT4L8pJL1pVVp+uyA/35dKKjvsy6KX5/PPukrKuxtSV1T96aYa9XFrRwXHubbH9x74UqjA1/k6hsxQreOwT6pNSNuGYmD6pOltM6tPESeUx6WhraZdHyIt8A4Emm+kqqcSzhByL/BpyNBJtLEGuSUctYDnZpOJCEITC0FywS7pJuhG9OOqWB8MjlWJIfMmRuHgipzywgw96sPx3OOQBi27OkgczKjHVEp0AtUThkqwq9pmuhUDILL4ZApmOUwnHxvIyBgEKT3CoI8JEgtw3mFy1rEy+MdIn0YmIpajctQ9Y8TRLgMdmlt0B3D7POI7sGDI/f1w+LIiwtoay7Iqf7Bsc/tu9	8.2	[Li][Ge][Ca]([Li])[Ga]	1	{0: '0Li', 1: '1Ge', 2: '2Ca', 3: '3Li', 4: '4Ga'}	(8, 1, 4, 7, 0)	[16, 13, 14, 15, 1, 2, 4, 11, 12, 0, 3]	[{'source': 0, 'target': 1, 'weight': 1}, {'source': 1, 'target': 2, 'weight': 1}, {'source': 2, 'target': 3, 'weight': 1}, {'source': 2, 'target': 4, 'weight': 1}]	[1*]N1C[C@@H](C(=O)NC[2*])N(C)C1=O	{0: '[15*]C[17*]', 1: '[12*]C(=O)N[16*]', 2: '*N1C(=[3*])N([5*])C[C@H]1[13*]', 3: '[1*]C', 4: '[2*]=O'}	[{'RG': '[Li][Ca]([Na])([GaH2])[GeH2][Li][No]([Hg])[Hg]', 'SMARTS': 'CN1C(=O)N(c2ncccn2)C[C@H]1C(=O)NCc1ccc(Cl)cc1Cl', 'neighbours': [], 'atom_indexes': [3, 13, 14, 15, 21, 24, 1, 2, 4, 11, 12, 17, 18, 19, 20, 22, 23, 5, 6, 7, 8, 9, 10, 0, 16], 'r_group': 1, 'name': '[]1', 'individual_smarts': ['[2*]=O', '[12*]C(=O)N[16*]', '[20*]Cl', '[23*]Cl', '*N1C(=[3*])N([5*])C[C@H]1[13*]', '[16*]c1ccc([21*])cc1[24*]', '[4*]c1ncccn1', '[1*]C', '[15*]C[17*]'], 'breakdown': {(0, '[GaH2]'): '[2*]=O', (1, '[GeH2]'): '[12*]C(=O)N[16*]', (2, '[Hg]'): '[20*]Cl', (3, '[Hg]'): '[23*]Cl', (4, '[Ca]'): '*N1C(=[3*])N([5*])C[C@H]1[13*]', (5, '[No]'): '[16*]c1ccc([21*])cc1[24*]', (6, '[Na]'): '[4*]c1ncccn1', (7, '[Li]'): '[1*]C', (8, '[Li]'): '[15*]C[17*]'}}]	{'0-1': 1, '0-2': 3, '0-3': 5, '0-4': 6, '1-2': 1, '1-3': 3, '1-4': 4, '2-3': 1, '2-4': 1, '3-4': 3}	[(8, 1, 4, 7, 0)]	
CCN1C(=O)N(C)C[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl	CHEMBL2218174	[Li][Ca]([Li])([Ga])[Ge][Li][No]([Hg])[Hg]	eJydlN9L5DAQx9/7V8zDQX+gITNJ2gRUjsuqK+oKPvgS+iCLiCD44v/PTSa73ULX4zQp084k309nBpIYNxib84d208Q2pvh7Pe78uMUtjyY2Vy0/V+0W43sFeTyubt8+YRq0qjgeADyAPvqEEOCJtNaiJ6Vt4DCcauXKF2jFqxqunxdis8RVRbHXTryJ8rLQ2C8oqCgUrVPB9jSjrF8XGjxO4TqCQ6FY1dsBf0SZ5aLV4PS8orjsy1cVHfqyyGXz8Y3uiuLY193bf1dEygWPpTb3Y8qhL0YZ6/HfFDpKcYLHyaHJ6aWVB8dMzrCXZcfPnTAHBJGJ8yTp8ky1rUdIphvPH0qUGJzqUJ9AjVos5h2+G8txS0jdWLYaAZDJ68RRPnYStzxTjV7UQiIhkZBwyKhyVst+x5M5eYvJxmUzZONF0I1y9pPtRj7+qefX7gZIYZ9Lz5P/KXq0YgWDvVihEQmOM91dGQm5LL4vEpk9Z+AGpLoULnVxsrEseSm3z1HH0RIMEsRC5kxjwsy6B7jcrKoLgLObFdumb6GK68v7P3dE6HGwVfWLR/UXasfY3A==	9.1	[Ge][Li][No]([Hg])[Hg]	1	{0: '0Ge', 1: '1Li', 2: '2No', 3: '3Hg', 4: '4Hg'}	(1, 8, 5, 3, 2)	[9, 10, 11, 12, 13, 14, 15, 16, 17, 22, 18, 19, 20, 21, 23]	[{'source': 0, 'target': 1, 'weight': 1}, {'source': 1, 'target': 2, 'weight': 1}, {'source': 2, 'target': 3, 'weight': 1}, {'source': 2, 'target': 4, 'weight': 1}]	[1*]C(=O)NCc1cccc(C(F)(F)F)c1Cl	{0: '[8*]C(=O)N[12*]', 1: '[11*]C[13*]', 2: '[12*]c1cccc([18*])c1[23*]', 3: '[17*]C(F)(F)F', 4: '[22*]Cl'}	[{'RG': '[Li][Ca]([Li])([GaH2])[GeH2][Li][No]([Hg])[Hg]', 'SMARTS': 'CCN1C(=O)N(C)C[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl', 'neighbours': [], 'atom_indexes': [4, 9, 10, 11, 23, 18, 19, 20, 21, 2, 3, 5, 7, 8, 13, 14, 15, 16, 17, 22, 0, 1, 6, 12], 'r_group': 1, 'name': '[]1', 'individual_smarts': ['[3*]=O', '[8*]C(=O)N[12*]', '[22*]Cl', '[17*]C(F)(F)F', '[1*]N1C(=[4*])N([6*])C[C@H]1[9*]', '[12*]c1cccc([18*])c1[23*]', '[2*]CC', '[5*]C', '[11*]C[13*]'], 'breakdown': {(0, '[GaH2]'): '[3*]=O', (1, '[GeH2]'): '[8*]C(=O)N[12*]', (2, '[Hg]'): '[22*]Cl', (3, '[Hg]'): '[17*]C(F)(F)F', (4, '[Ca]'): '[1*]N1C(=[4*])N([6*])C[C@H]1[9*]', (5, '[No]'): '[12*]c1cccc([18*])c1[23*]', (6, '[Li]'): '[2*]CC', (7, '[Li]'): '[5*]C', (8, '[Li]'): '[11*]C[13*]'}}]	{'0-1': 1, '0-2': 2, '0-3': 5, '0-4': 4, '1-2': 1, '1-3': 4, '1-4': 3, '2-3': 1, '2-4': 1, '3-4': 3}	[(1, 8, 5, 3, 2)]	
